,taxon,collection_no,early_age,late_age,early_interval,late_interval,uncertainty.interval,notes
941,Enhydrocyon_pahinsintewakpa,17723,24.7,23.1,Monroecreekian,NA,1.6,
942,Enhydrocyon_stenocephalus,17508,29.5,24.7,Geringian,NA,4.8,
943,Enhydrocyon_stenocephalus,17537,29.5,24.7,Geringian,NA,4.8,
944,Epicyon_aelurodontoides,18403,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists as early Hemphillian
823,Epicyon_haydeni,18355,12.5,10,Early Clarendonian,NA,2.5,Wang lists as Early Clarendonian
945,Epicyon_haydeni,18017,12.5,9.4,Clarendonian,NA,3.1,
946,Epicyon_haydeni,18130,12.5,9.4,Clarendonian,NA,3.1,
947,Epicyon_haydeni,18135,12.5,9.4,Clarendonian,NA,3.1,
948,Epicyon_haydeni,18142,12.5,9.4,Clarendonian,NA,3.1,
949,Epicyon_haydeni,18214,12.5,9.4,Clarendonian,NA,3.1,
950,Epicyon_haydeni,18218,12.5,9.4,Clarendonian,NA,3.1,
951,Epicyon_haydeni,18222,12.5,9.4,Clarendonian,NA,3.1,
952,Epicyon_haydeni,18227,12.5,9.4,Clarendonian,NA,3.1,
953,Epicyon_haydeni,18277,12.5,9.4,Clarendonian,NA,3.1,
954,Epicyon_haydeni,18299,12.5,9.4,Clarendonian,NA,3.1,
956,Epicyon_haydeni,18430,12.5,9.4,Clarendonian,NA,3.1,
957,Epicyon_haydeni,18447,12.5,9.4,Clarendonian,NA,3.1,
958,Epicyon_haydeni,18468,12.5,9.4,Clarendonian,NA,3.1,
959,Epicyon_haydeni,18468,12.5,9.4,Clarendonian,NA,3.1,
960,Epicyon_haydeni,18496,12.5,9.4,Clarendonian,NA,3.1,
961,Epicyon_haydeni,18588,12.5,9.4,Clarendonian,NA,3.1,
962,Epicyon_haydeni,18816,12.5,9.4,Clarendonian,NA,3.1,
963,Epicyon_haydeni,18826,12.5,9.4,Clarendonian,NA,3.1,
964,Epicyon_haydeni,19315,12.5,9.4,Clarendonian,NA,3.1,
965,Epicyon_haydeni,19322,12.5,9.4,Clarendonian,NA,3.1,
966,Epicyon_haydeni,19391,12.5,9.4,Clarendonian,NA,3.1,
967,Epicyon_haydeni,19429,12.5,9.4,Clarendonian,NA,3.1,
968,Epicyon_haydeni,19436,12.5,9.4,Clarendonian,NA,3.1,
969,Epicyon_haydeni,19483,12.5,9.4,Clarendonian,NA,3.1,
970,Epicyon_haydeni,19517,12.5,9.4,Clarendonian,NA,3.1,
971,Epicyon_haydeni,19543,12.5,9.4,Clarendonian,NA,3.1,
972,Epicyon_haydeni,188779,12.5,9.4,Clarendonian,NA,3.1,
973,Epicyon_haydeni,18327,11.63,9.4,Late Clarendonian,NA,2.23,
974,Epicyon_haydeni,18554,11.63,9.4,Late Clarendonian,NA,2.23,
975,Epicyon_haydeni,19036,11.63,9.4,Late Clarendonian,NA,2.23,
976,Epicyon_haydeni,188947,11.63,9.4,Late Clarendonian,NA,2.23,
977,Epicyon_haydeni,19466,11.63,7.246,Tortonian,NA,4.384,
978,Epicyon_haydeni,19538,9.4,7.5,early Early Hemphillian,NA,4.07,
979,Epicyon_haydeni,18033,9.4,4.7,Hemphillian,NA,4.7,
980,Epicyon_haydeni,18034,9.4,4.7,Hemphillian,NA,4.7,
981,Epicyon_haydeni,18055,9.4,4.7,Hemphillian,NA,4.7,
982,Epicyon_haydeni,18072,9.4,4.7,Hemphillian,NA,4.7,
983,Epicyon_haydeni,18086,9.4,4.7,Hemphillian,NA,4.7,
984,Epicyon_haydeni,18111,9.4,4.7,Hemphillian,NA,4.7,
985,Epicyon_haydeni,18169,9.4,4.7,Hemphillian,NA,4.7,
986,Epicyon_haydeni,18198,9.4,4.7,Hemphillian,NA,4.7,
987,Epicyon_haydeni,18211,9.4,4.7,Hemphillian,NA,4.7,
988,Epicyon_haydeni,18225,9.4,4.7,Hemphillian,NA,4.7,
989,Epicyon_haydeni,18308,9.4,4.7,Hemphillian,NA,4.7,
990,Epicyon_haydeni,18323,9.4,4.7,Hemphillian,NA,4.7,
991,Epicyon_haydeni,18364,9.4,4.7,Hemphillian,NA,4.7,
992,Epicyon_haydeni,18365,9.4,4.7,Hemphillian,NA,4.7,
993,Epicyon_haydeni,18415,9.4,4.7,Hemphillian,NA,4.7,
994,Epicyon_haydeni,18444,9.4,4.7,Hemphillian,NA,4.7,
995,Epicyon_haydeni,18495,9.4,4.7,Hemphillian,NA,4.7,
996,Epicyon_haydeni,18497,9.4,4.7,Hemphillian,NA,4.7,
997,Epicyon_haydeni,18514,9.4,4.7,Hemphillian,NA,4.7,
998,Epicyon_haydeni,18527,9.4,4.7,Hemphillian,NA,4.7,
999,Epicyon_haydeni,18559,9.4,4.7,Hemphillian,NA,4.7,
1000,Epicyon_haydeni,18560,9.4,4.7,Hemphillian,NA,4.7,
1001,Epicyon_haydeni,18563,9.4,4.7,Hemphillian,NA,4.7,
1002,Epicyon_haydeni,18933,9.4,4.7,Hemphillian,NA,4.7,
1003,Epicyon_haydeni,19085,9.4,4.7,Hemphillian,NA,4.7,
1004,Epicyon_haydeni,19288,9.4,4.7,Hemphillian,NA,4.7,
1005,Epicyon_haydeni,19348,9.4,4.7,Hemphillian,NA,4.7,
1006,Epicyon_haydeni,18532,7.5,4.7,Late Hemphillian,NA,0.633,
1007,Epicyon_saevus,19535,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian-Clarendonian
1008,Epicyon_saevus,18024,12.5,9.4,Clarendonian,NA,3.1,
1009,Epicyon_saevus,18042,12.5,9.4,Clarendonian,NA,3.1,
1010,Epicyon_saevus,18059,12.5,9.4,Clarendonian,NA,3.1,
1011,Epicyon_saevus,18063,12.5,9.4,Clarendonian,NA,3.1,
1012,Epicyon_saevus,18095,12.5,9.4,Clarendonian,NA,3.1,
1013,Epicyon_saevus,18118,12.5,9.4,Clarendonian,NA,3.1,
1014,Epicyon_saevus,18135,12.5,9.4,Clarendonian,NA,3.1,
1015,Epicyon_saevus,18171,12.5,9.4,Clarendonian,NA,3.1,
1016,Epicyon_saevus,18196,12.5,9.4,Clarendonian,NA,3.1,
1017,Epicyon_saevus,18200,12.5,9.4,Clarendonian,NA,3.1,
1018,Epicyon_saevus,18202,12.5,9.4,Clarendonian,NA,3.1,
1019,Epicyon_saevus,18214,12.5,9.4,Clarendonian,NA,3.1,
1020,Epicyon_saevus,18221,12.5,9.4,Clarendonian,NA,3.1,
1021,Epicyon_saevus,18222,12.5,9.4,Clarendonian,NA,3.1,
1022,Epicyon_saevus,18227,12.5,9.4,Clarendonian,NA,3.1,
1023,Epicyon_saevus,18233,12.5,9.4,Clarendonian,NA,3.1,
1024,Epicyon_saevus,18244,12.5,9.4,Clarendonian,NA,3.1,
1025,Epicyon_saevus,18245,12.5,9.4,Clarendonian,NA,3.1,
1026,Epicyon_saevus,18246,12.5,9.4,Clarendonian,NA,3.1,
1027,Epicyon_saevus,18251,12.5,9.4,Clarendonian,NA,3.1,
1028,Epicyon_saevus,18299,12.5,9.4,Clarendonian,NA,3.1,
1029,Epicyon_saevus,18301,12.5,9.4,Clarendonian,NA,3.1,
1030,Epicyon_saevus,18309,12.5,9.4,Clarendonian,NA,3.1,
1031,Epicyon_saevus,18335,12.5,9.4,Clarendonian,NA,3.1,
1032,Epicyon_saevus,18336,12.5,9.4,Clarendonian,NA,3.1,
1033,Epicyon_saevus,18355,12.5,9.4,Clarendonian,NA,3.1,
1034,Epicyon_saevus,18374,12.5,9.4,Clarendonian,NA,3.1,
1035,Epicyon_saevus,18378,12.5,9.4,Clarendonian,NA,3.1,
1036,Epicyon_saevus,18398,12.5,9.4,Clarendonian,NA,3.1,
1037,Epicyon_saevus,18446,12.5,9.4,Clarendonian,NA,3.1,
1038,Epicyon_saevus,18447,12.5,9.4,Clarendonian,NA,3.1,
1039,Epicyon_saevus,18458,12.5,9.4,Clarendonian,NA,3.1,
1040,Epicyon_saevus,18468,12.5,9.4,Clarendonian,NA,3.1,
1041,Epicyon_saevus,18496,12.5,9.4,Clarendonian,NA,3.1,
1042,Epicyon_saevus,18835,12.5,9.4,Clarendonian,NA,3.1,
1043,Epicyon_saevus,18888,12.5,9.4,Clarendonian,NA,3.1,
1044,Epicyon_saevus,18987,12.5,9.4,Clarendonian,NA,3.1,
1045,Epicyon_saevus,19035,12.5,9.4,Clarendonian,NA,3.1,
1046,Epicyon_saevus,19093,12.5,9.4,Clarendonian,NA,3.1,
1047,Epicyon_saevus,19383,12.5,9.4,Clarendonian,NA,3.1,
1048,Epicyon_saevus,19384,12.5,9.4,Clarendonian,NA,3.1,
1049,Epicyon_saevus,19391,12.5,9.4,Clarendonian,NA,3.1,
1050,Epicyon_saevus,188779,12.5,9.4,Clarendonian,NA,3.1,
1051,Epicyon_saevus,189022,12.5,9.4,Clarendonian,NA,3.1,
1052,Epicyon_saevus,18066,11.63,9.4,Late Clarendonian,NA,2.23,
1053,Epicyon_saevus,18327,11.63,9.4,Late Clarendonian,NA,2.23,
1054,Epicyon_saevus,18554,11.63,9.4,Late Clarendonian,NA,2.23,
1055,Epicyon_saevus,19528,11.63,9.4,Late Clarendonian,NA,2.23,
1056,Epicyon_saevus,18033,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1057,Epicyon_saevus,18034,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1058,Epicyon_saevus,18072,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1059,Epicyon_saevus,18258,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1060,Epicyon_saevus,18293,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1061,Epicyon_saevus,18308,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1062,Epicyon_saevus,18323,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1063,Epicyon_saevus,18415,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1064,Epicyon_saevus,18431,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1065,Epicyon_saevus,18560,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1066,Epicyon_saevus,19095,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1067,Epicyon_saevus,19551,9.4,7.5,Early Hemphillian,NA,2.6,Wang lists Early Hemphillian
1000,Eucyon_davisi,18936,9.4,7.5,Early Hemphillian,NA,4.7,Tedford lists as Early Hemphillian
1068,Eucyon_davisi,18097,9.4,4.7,Hemphillian,NA,4.7,
1069,Eucyon_davisi,18140,9.4,4.7,Hemphillian,NA,4.7,
1070,Eucyon_davisi,18166,9.4,4.7,Hemphillian,NA,4.7,
1071,Eucyon_davisi,18304,9.4,4.7,Hemphillian,NA,4.7,
1072,Eucyon_davisi,18342,9.4,4.7,Hemphillian,NA,4.7,
1081,Eucyon_davisi,18560,9.4,4.7,Hemphillian,NA,4.7,
1073,Eucyon_davisi,18900,9.4,4.7,Hemphillian,NA,4.7,
1075,Eucyon_davisi,18943,9.4,4.7,Hemphillian,NA,4.7,
1076,Eucyon_davisi,18944,9.4,4.7,Hemphillian,NA,4.7,
1077,Eucyon_davisi,18970,9.4,4.7,Hemphillian,NA,4.7,
1080,Eucyon_davisi,19095,9.4,4.7,Hemphillian,NA,4.7,
1078,Eucyon_davisi,19116,9.4,4.7,Hemphillian,NA,4.7,
1082,Eucyon_davisi,19272,9.4,4.7,Hemphillian,NA,4.7,
1083,Eucyon_davisi,19480,9.4,4.7,Hemphillian,NA,4.7,
1079,Eucyon_davisi,19533,9.4,4.7,Hemphillian,NA,4.7,
1084,Eucyon_davisi,232055,9.4,4.7,Hemphillian,NA,4.7,
1086,Eucyon_davisi,18036,7.5,4.7,Late Hemphillian,NA,0.63,
1087,Eucyon_davisi,18247,7.5,4.7,Late Hemphillian,NA,0.63,
1093,Eucyon_davisi,18340,7.5,4.7,Late Hemphillian,NA,0.63,
1092,Eucyon_davisi,18532,7.5,4.7,Late Hemphillian,NA,0.63,
1095,Eucyon_davisi,18755,7.5,4.7,Late Hemphillian,NA,0.63,
1088,Eucyon_davisi,19514,7.5,4.7,Late Hemphillian,NA,0.63,
1094,Eucyon_davisi,19582,7.5,4.7,Late Hemphillian,NA,0.63,
1089,Eucyon_davisi,19610,7.5,4.7,Late Hemphillian,NA,0.63,
1090,Eucyon_davisi,19612,7.5,4.7,Late Hemphillian,NA,0.63,
1091,Eucyon_davisi,35430,7.5,4.7,Late Hemphillian,NA,0.63,
1085,Eucyon_davisi,20083,5.333,3.6,Early Pliocene,NA,1.733,
1096,Eucyon_davisi,20063,4.7,1.8,Blancan,NA,3.3,
1097,Eucyon_davisi,230804,3.6,2.58,Late Pliocene,NA,1.02,
1098,Eucyon_davisi,230919,3.6,2.58,Late Pliocene,NA,1.02,
1106,Eucyon_ferox,18126,7.5,4.7,Late Hemphillian,NA,0.63,
1112,Eucyon_ferox,18713,7.5,4.7,Late Hemphillian,NA,0.63,
1107,Eucyon_ferox,18737,7.5,4.7,Late Hemphillian,NA,0.63,
1111,Eucyon_ferox,18755,7.5,4.7,Late Hemphillian,NA,0.63,
1108,Eucyon_ferox,19473,7.5,4.7,Late Hemphillian,NA,0.63,
1110,Eucyon_ferox,19514,7.5,4.7,Late Hemphillian,NA,0.63,
1109,Eucyon_ferox,19612,7.5,4.7,Late Hemphillian,NA,0.63,
1100,Eucyon_ferox,18304,6.8,4.7,Hemphillian,NA,4.7,
1103,Eucyon_ferox,18718,6.8,4.7,Hemphillian,NA,4.7,
1099,Eucyon_ferox,18745,6.8,4.7,Hemphillian,NA,4.7,
1101,Eucyon_ferox,189788,6.8,4.7,Hemphillian,NA,4.7,
1104,Eucyon_ferox,189790,6.8,4.7,Hemphillian,NA,4.7,
1102,Eucyon_ferox,212307,6.8,4.7,Hemphillian,NA,4.7,
1998,Eucyon_ferox,19925,4.7,4.1,Early Blancan,NA,0.6,Tedford lists as Early Blancan
1258,Eucyon_ferox,19936,4.7,4.1,Early Blancan,NA,0.6,Tedford lists as Early Blancan
1264,Eucyon_ferox,19959,4.7,4.1,Early Blancan,NA,0.6,Tedford lists as Early Blancan
1265,Eucyon_ferox,19960,4.7,4.1,Early Blancan,NA,0.6,Tedford lists as Early Blancan
1238,Eucyon_ferox,19832,4.1,3,Middle Blancan,NA,1.1,Tedford lists Middle Blancan
1239,Eucyon_ferox,19836,4.1,3,Middle Blancan,NA,1.1,Tedford lists Middle Blancan
1243,Eucyon_ferox,19868,4.1,3,Middle Blancan,NA,1.1,Tedford lists Middle Blancan
1247,Eucyon_ferox,19902,4.1,3,Middle Blancan,NA,1.1,Tedford lists Middle Blancan
1249,Eucyon_ferox,19906,4.1,3,Middle Blancan,NA,1.1,Tedford lists Middle Blancan
2070,Eucyon_ferox,181255,4.1,3,Middle Blancan,NA,1.1,Tedford lists Middle Blancan
418,Euoplocyon_brachygnathus,17905,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early barstovian
469,Euoplocyon_brachygnathus,17955,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early barstovian
516,Euoplocyon_brachygnathus,18004,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early barstovian
994,Euoplocyon_brachygnathus,18894,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early barstovian
1023,Euoplocyon_brachygnathus,19056,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early barstovian
1183,Euoplocyon_brachygnathus,19557,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early barstovian
934,Euoplocyon_spissidens,18597,18.5,17.5,Hemingfordian,NA,1,Wang lists as early Hemingfordian
1129,Ferrucyon_avius,NA,4.7,4.1,Early Blancan,,0.6,"Ruiz Ramoni et al., 2020"
1130,Hesperocyon_coloradensis,17082,33.9,31.8,Orellan,NA,2.1,
1131,Hesperocyon_coloradensis,17083,33.9,31.8,Orellan,NA,2.1,
1132,Hesperocyon_gregarius,16845,39.7,37,Duchesnean,NA,2.7,
1133,Hesperocyon_gregarius,16891,37,33.9,Chadronian,NA,3.1,
1134,Hesperocyon_gregarius,16896,37,33.9,Chadronian,NA,3.1,
1135,Hesperocyon_gregarius,16898,37,33.9,Chadronian,NA,3.1,
1136,Hesperocyon_gregarius,16918,37,33.9,Chadronian,NA,3.1,
1137,Hesperocyon_gregarius,16919,37,33.9,Chadronian,NA,3.1,
1138,Hesperocyon_gregarius,16920,37,33.9,Chadronian,NA,3.1,
1139,Hesperocyon_gregarius,16924,37,33.9,Chadronian,NA,3.1,
1140,Hesperocyon_gregarius,16925,37,33.9,Chadronian,NA,3.1,
1141,Hesperocyon_gregarius,16929,37,33.9,Chadronian,NA,3.1,
1142,Hesperocyon_gregarius,16930,37,33.9,Chadronian,NA,3.1,
1143,Hesperocyon_gregarius,16932,37,33.9,Chadronian,NA,3.1,
1144,Hesperocyon_gregarius,16943,37,33.9,Chadronian,NA,3.1,
1145,Hesperocyon_gregarius,16959,37,33.9,Chadronian,NA,3.1,
1146,Hesperocyon_gregarius,16961,37,33.9,Chadronian,NA,3.1,
1147,Hesperocyon_gregarius,16962,37,33.9,Chadronian,NA,3.1,
1148,Hesperocyon_gregarius,16963,37,33.9,Chadronian,NA,3.1,
1149,Hesperocyon_gregarius,16964,37,33.9,Chadronian,NA,3.1,
1150,Hesperocyon_gregarius,16974,37,33.9,Chadronian,NA,3.1,
1151,Hesperocyon_gregarius,16977,37,33.9,Chadronian,NA,3.1,
1152,Hesperocyon_gregarius,16985,37,33.9,Chadronian,NA,3.1,
1153,Hesperocyon_gregarius,16988,37,33.9,Chadronian,NA,3.1,
1154,Hesperocyon_gregarius,16991,37,33.9,Chadronian,NA,3.1,
1155,Hesperocyon_gregarius,16995,37,33.9,Chadronian,NA,3.1,
1156,Hesperocyon_gregarius,16997,37,33.9,Chadronian,NA,3.1,
1157,Hesperocyon_gregarius,16998,37,33.9,Chadronian,NA,3.1,
1158,Hesperocyon_gregarius,17003,37,33.9,Chadronian,NA,3.1,
1159,Hesperocyon_gregarius,17006,37,33.9,Chadronian,NA,3.1,
1160,Hesperocyon_gregarius,17007,37,33.9,Chadronian,NA,3.1,
1161,Hesperocyon_gregarius,17010,37,33.9,Chadronian,NA,3.1,
1162,Hesperocyon_gregarius,17017,37,33.9,Chadronian,NA,3.1,
1163,Hesperocyon_gregarius,17022,37,33.9,Chadronian,NA,3.1,
1164,Hesperocyon_gregarius,17024,37,33.9,Chadronian,NA,3.1,
1165,Hesperocyon_gregarius,17025,37,33.9,Chadronian,NA,3.1,
1170,Hesperocyon_gregarius,17027,37,33.9,Late Chadronian,NA,3.1,
1166,Hesperocyon_gregarius,17028,37,33.9,Chadronian,NA,3.1,
1167,Hesperocyon_gregarius,17038,37,33.9,Chadronian,NA,3.1,
1168,Hesperocyon_gregarius,17042,37,33.9,Chadronian,NA,3.1,
1169,Hesperocyon_gregarius,17044,37,33.9,Chadronian,NA,3.1,
1171,Hesperocyon_gregarius,156988,37,33.9,Middle Chadronian,Late Chadronian,3.1,
1172,Hesperocyon_gregarius,230861,37,33.9,Chadronian,NA,3.1,
1173,Hesperocyon_gregarius,17046,33.9,31.8,Orellan,NA,2.1,
1174,Hesperocyon_gregarius,17047,33.9,31.8,Orellan,NA,2.1,
1175,Hesperocyon_gregarius,17048,33.9,31.8,Orellan,NA,2.1,
1176,Hesperocyon_gregarius,17049,33.9,31.8,Orellan,NA,2.1,
1177,Hesperocyon_gregarius,17050,33.9,31.8,Orellan,NA,2.1,
1178,Hesperocyon_gregarius,17052,33.9,31.8,Orellan,NA,2.1,
1179,Hesperocyon_gregarius,17054,33.9,31.8,Orellan,NA,2.1,
1180,Hesperocyon_gregarius,17062,33.9,31.8,Orellan,NA,2.1,
1181,Hesperocyon_gregarius,17073,33.9,31.8,Orellan,NA,2.1,
1182,Hesperocyon_gregarius,17074,33.9,31.8,Orellan,NA,2.1,
1183,Hesperocyon_gregarius,17080,33.9,31.8,Orellan,NA,2.1,
1184,Hesperocyon_gregarius,17081,33.9,31.8,Orellan,NA,2.1,
1185,Hesperocyon_gregarius,17082,33.9,31.8,Orellan,NA,2.1,
1186,Hesperocyon_gregarius,17087,33.9,31.8,Orellan,NA,2.1,
1187,Hesperocyon_gregarius,17090,33.9,31.8,Orellan,NA,2.1,
1188,Hesperocyon_gregarius,17092,33.9,31.8,Orellan,NA,2.1,
1189,Hesperocyon_gregarius,17094,33.9,31.8,Orellan,NA,2.1,
1190,Hesperocyon_gregarius,17096,33.9,31.8,Orellan,NA,2.1,
1191,Hesperocyon_gregarius,17098,33.9,31.8,Orellan,NA,2.1,
1192,Hesperocyon_gregarius,17099,33.9,31.8,Orellan,NA,2.1,
1193,Hesperocyon_gregarius,17101,33.9,31.8,Orellan,NA,2.1,
1194,Hesperocyon_gregarius,17104,33.9,31.8,Orellan,NA,2.1,
1195,Hesperocyon_gregarius,17106,33.9,31.8,Orellan,NA,2.1,
1196,Hesperocyon_gregarius,17107,33.9,31.8,Orellan,NA,2.1,
1197,Hesperocyon_gregarius,17108,33.9,31.8,Orellan,NA,2.1,
1198,Hesperocyon_gregarius,17111,33.9,31.8,Orellan,NA,2.1,
1199,Hesperocyon_gregarius,17112,33.9,31.8,Orellan,NA,2.1,
1200,Hesperocyon_gregarius,17114,33.9,31.8,Orellan,NA,2.1,
1201,Hesperocyon_gregarius,17117,33.9,31.8,Orellan,NA,2.1,
1202,Hesperocyon_gregarius,17118,33.9,31.8,Orellan,NA,2.1,
1203,Hesperocyon_gregarius,17123,33.9,31.8,Orellan,NA,2.1,
1204,Hesperocyon_gregarius,17125,33.9,31.8,Orellan,NA,2.1,
1205,Hesperocyon_gregarius,17126,33.9,31.8,Orellan,NA,2.1,
1206,Hesperocyon_gregarius,17128,33.9,31.8,Orellan,NA,2.1,
1207,Hesperocyon_gregarius,17135,33.9,31.8,Orellan,NA,2.1,
1208,Hesperocyon_gregarius,17138,33.9,31.8,Orellan,NA,2.1,
1209,Hesperocyon_gregarius,17139,33.9,31.8,Orellan,NA,2.1,
1210,Hesperocyon_gregarius,17143,33.9,31.8,Orellan,NA,2.1,
1211,Hesperocyon_gregarius,17149,33.9,31.8,Orellan,NA,2.1,
1212,Hesperocyon_gregarius,17155,33.9,31.8,Orellan,NA,2.1,
1213,Hesperocyon_gregarius,17159,33.9,31.8,Orellan,NA,2.1,
1214,Hesperocyon_gregarius,17162,33.9,31.8,Orellan,NA,2.1,
1215,Hesperocyon_gregarius,17164,33.9,31.8,Orellan,NA,2.1,
1216,Hesperocyon_gregarius,17167,33.9,31.8,Orellan,NA,2.1,
1217,Hesperocyon_gregarius,17168,33.9,31.8,Orellan,NA,2.1,
1218,Hesperocyon_gregarius,17169,33.9,31.8,Orellan,NA,2.1,
1219,Hesperocyon_gregarius,17172,33.9,31.8,Orellan,NA,2.1,
1220,Hesperocyon_gregarius,17176,33.9,31.8,Orellan,NA,2.1,
1221,Hesperocyon_gregarius,17177,33.9,31.8,Orellan,NA,2.1,
1222,Hesperocyon_gregarius,17181,33.9,31.8,Orellan,NA,2.1,
1223,Hesperocyon_gregarius,17185,33.9,31.8,Orellan,NA,2.1,
1224,Hesperocyon_gregarius,17192,33.9,31.8,Orellan,NA,2.1,
1225,Hesperocyon_gregarius,17193,33.9,31.8,Orellan,NA,2.1,
1226,Hesperocyon_gregarius,17194,33.9,31.8,Orellan,NA,2.1,
1227,Hesperocyon_gregarius,17196,33.9,31.8,Orellan,NA,2.1,
1228,Hesperocyon_gregarius,17201,33.9,31.8,Orellan,NA,2.1,
1229,Hesperocyon_gregarius,17203,33.9,31.8,Orellan,NA,2.1,
1230,Hesperocyon_gregarius,17204,33.9,31.8,Orellan,NA,2.1,
1231,Hesperocyon_gregarius,17205,33.9,31.8,Orellan,NA,2.1,
1232,Hesperocyon_gregarius,17206,33.9,31.8,Orellan,NA,2.1,
1233,Hesperocyon_gregarius,17207,33.9,31.8,Orellan,NA,2.1,
1234,Hesperocyon_gregarius,17211,33.9,31.8,Orellan,NA,2.1,
1235,Hesperocyon_gregarius,17212,33.9,31.8,Orellan,NA,2.1,
1236,Hesperocyon_gregarius,17216,33.9,31.8,Orellan,NA,2.1,
1237,Hesperocyon_gregarius,17220,33.9,31.8,Orellan,NA,2.1,
1238,Hesperocyon_gregarius,17221,33.9,31.8,Orellan,NA,2.1,
1239,Hesperocyon_gregarius,17231,33.9,31.8,Orellan,NA,2.1,
1240,Hesperocyon_gregarius,17232,33.9,31.8,Orellan,NA,2.1,
1241,Hesperocyon_gregarius,17235,33.9,31.8,Orellan,NA,2.1,
1242,Hesperocyon_gregarius,17237,33.9,31.8,Orellan,NA,2.1,
1243,Hesperocyon_gregarius,17241,33.9,31.8,Orellan,NA,2.1,
1244,Hesperocyon_gregarius,17247,33.9,31.8,Orellan,NA,2.1,
1245,Hesperocyon_gregarius,17248,33.9,31.8,Orellan,NA,2.1,
1246,Hesperocyon_gregarius,17257,33.9,31.8,Orellan,NA,2.1,
1247,Hesperocyon_gregarius,17260,33.9,31.8,Orellan,NA,2.1,
1248,Hesperocyon_gregarius,17265,33.9,31.8,Orellan,NA,2.1,
1249,Hesperocyon_gregarius,17271,33.9,31.8,Orellan,NA,2.1,
1250,Hesperocyon_gregarius,17273,33.9,31.8,Orellan,NA,2.1,
1251,Hesperocyon_gregarius,17286,33.9,31.8,Orellan,NA,2.1,
1252,Hesperocyon_gregarius,17287,33.9,31.8,Orellan,NA,2.1,
1253,Hesperocyon_gregarius,17289,33.9,31.8,Orellan,NA,2.1,
1254,Hesperocyon_gregarius,17290,33.9,31.8,Orellan,NA,2.1,
1255,Hesperocyon_gregarius,17292,33.9,31.8,Orellan,NA,2.1,
1256,Hesperocyon_gregarius,17301,33.9,31.8,Orellan,NA,2.1,
1257,Hesperocyon_gregarius,17303,33.9,31.8,Orellan,NA,2.1,
1258,Hesperocyon_gregarius,163487,33.9,31.8,Orellan,NA,2.1,
1259,Hesperocyon_gregarius,17310,31.8,29.5,Whitneyan,NA,2.3,
1260,Hesperocyon_gregarius,17325,31.8,29.5,Whitneyan,NA,2.3,
1261,Hesperocyon_gregarius,17344,31.8,29.5,Whitneyan,NA,2.3,
1262,Hesperocyon_gregarius,17368,31.8,29.5,Whitneyan,NA,2.3,
1263,Hesperocyon_gregarius,17374,31.8,29.5,Whitneyan,NA,2.3,
1264,Hesperocyon_gregarius,17405,31.8,29.5,Whitneyan,NA,2.3,
1265,Hesperocyon_gregarius,17432,31.8,29.5,Whitneyan,NA,2.3,
1266,Leptocyon_douglassi,17641,29.5,24.7,Geringian,NA,4.8,
1268,Leptocyon_douglassi,17654,29.5,24.7,Geringian,NA,4.8,
1267,Leptocyon_douglassi,17722,29.5,24.7,Geringian,NA,4.8,
1269,Leptocyon_douglassi,159093,29.5,24.7,Geringian,NA,4.8,
1270,Leptocyon_gregorii,17456,23.1,18.5,Harrisonian,NA,4.6,
1272,Leptocyon_gregorii,17519,23.1,18.5,Harrisonian,NA,4.6,
1273,Leptocyon_gregorii,17794,23.1,18.5,Harrisonian,NA,4.6,
1275,Leptocyon_gregorii,17811,23.1,18.5,Harrisonian,NA,4.6,
1274,Leptocyon_gregorii,17815,23.1,18.5,Harrisonian,NA,4.6,
1271,Leptocyon_gregorii,17846,23.1,18.5,Harrisonian,NA,4.6,
1908,Leptocyon_leidyi,17932,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian ending at 17.6
1907,Leptocyon_leidyi,17942,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian ending at 17.5
1909,Leptocyon_leidyi,17978,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian ending at 17.7
